text,fake,hatespeech,toxicity
"Meine erste Blockempfehlung: Sie ist gegen Impfen, gegen Ukraine, gegen Abtreibung usw...und gegen die Wissenchaft!!! 🤦Lest und urteilt selber!!!👇👇👇😬 https://t.co/gx4b8d1Okp",0,0,1
"Ohne #Abtreibung gäbe es heute rund 10 Mio mehr Deutsche und genug Fachkräfte, Rente. Sätze mit „wäre“ sind nie Fakten.",0,0,0
"Leute, die bei Abtreibung keine ethische Problematik erkennen, sind genauso einfältig wie solche, die Schwangerschaftsabbruch in den ersten Wochen mit Mord gleichsetzen.",0,0,1
"Der ehemalige polnische Aussenminister, MEP, Teilzeit-Mujaheddin und Pipeline-Experte @sikorskiradek empfindet die Abgabe von ungewollten Kindern als tragisch. Die Abtreibung dieser Kinder findet er weniger tragisch.",0,0,1
"Das EP hat den Bericht 2022 über Menschenrechte angenommen. Darin wird das herrschende ideologische Durcheinander deutlich: Ist die Abtreibung gut, weil sie ein ""Recht der Frau"" ist, oder schlecht, weil sie ein Instrument der Selektion und damit der Diskriminierung ist?",0,0,1
"Vielleicht kommt Sie auch mit einer Abtreibung nicht zurecht, zu der Sie sich im Nachhinein genötigt fühlt..
.",0,0,0
"Das Europaparlament postuliert Widersprüchliches: Einerseits wird die selektive Abtreibung, zB aufgrund des Geschlechts oder einer Behinderung verurteilt, andererseits wird gefordert, dass Polen das Verbot der eugenischen Abtreibung aufhebt.",0,0,0
"Heute in den USA: Erster #MarchForLife   nach Supreme-Court-Spruch zu #Abtreibung

#RoeVsWade 
https://t.co/F97kyGn7qa",0,0,1
"Wem verbieten wir denn dann in Zukunft die Abtreibung, @zdkonline , wenn jeder qua Selbsterklärung eine Frau sein kann? Ich bin bis dato aus Prinzip nicht aus der katholischen Kirche ausgetreten, aber eine Unterstützung des #Selbstbestimmungsgesetz ist für mich ein Grund.",0,0,0
"Leute, die ""mit der Natur leben wollen"", finden Abtreibung und Geschlechtsumwandlung schon bei Minderjährigen vollkommen normal. Easy living quasi. Finde das interessant.",0,0,1
"Brasilianische #Bischofskonferenz : „Jeder Angriff auf das #Leben ist auch ein Angriff auf den demokratischen Rechtsstaat“ 

Brasiliens Bischöfe kritisieren Regierung für „Flexibilisierung“/ #Abtreibung, erinnern: unerfüllte Wahlversprechen

https://t.co/s2zD5uVFoR",0,0,1
"Heute u.a. bei KNA: Deutschland und Frankreich feiern 60 Jahre #Elyseevertrag / Rätselraten um #BenediktXVI Erbe(n) / 50. Jahre US-Grundsatzurteil zu #Abtreibung #RoeVsWade"" (Termin: 22.01.) / Über den Erfolg von gewaltlosem Widerstand - Keine Erfindung von #Klimaaktivisten https://t.co/1FcCIRWPl9",0,0,1
"Wollten Auflistung woher waren die weg Schlangenträger
Fayet Nottingham, Äthipiopien Abtreibung Eva
Nen Türk zwei von Lara, https://t.co/Xneik5huvu",0,0,1
"#Kindergrundsicherung 😘👶
Kinder-#Abtreibung's-Pläne 👶💀

Auf keinen Fall die Akten verwechseln! ↔️",0,0,1
"Kinder fördern + Kinder abtreiben. 🤔
Ich kriege die grüne Logik nicht zusammen.
#Abtreibung",0,0,0
"verstehe nicht warum man überhaupt auf die idee kommt medizinische dienstleistungen zu beschneiden, ob es sterbehilfe ist, abtreibung oder was auch immer. die betroffenen entscheiden was sie wollen und das hat niemanden etwas anzugehen",0,0,1
"Brian Kemp ist gegen strenge Waffengesetze, Abtreibung, Homo-Ehe. Aber ein großer Fan von E-Autos und Solarzellen. Ist er also ein grüner Republikaner? Nicht ganz. Bei @sternde habe ich geschrieben, wieso.",0,0,0
"Deutschland, 2023:  Die Union gilt weiterhin als demokratische Partei, während sie im Bundestag versucht, durchzusetzen, dass eine Protestform ihres politischen Gegners behandelt wird, wie die Nötigung zu einer Abtreibung, nämlich mit Freiheitsstrafe von mindestens 6 Monaten.",0,0,1
"Hörspiel über Abtreibung und beste Freundinnen - Keimzellen
https://t.co/JTlliMGScX",0,0,1
"Da der ""ideendurchfall"" von ""julis"" für sich aber keinen Menschen konkret schädigt - und insbesondere anders als Abtreibung keinen Menschen tötet - wäre eine solche Regelung ein unverhältnismäßiger Eingriff in Grundrechte.

Man muss ""Steuern sind Raub""-Aussagen halt aushalten.",0,0,1
"Über 52 Staatsoberhäupter

Weltwirtschaftsforum in Davos erlebt Rekordbeteiligung

#Davos #Klimapolitik #Umweltschutz #Schwab #Schweiz #WEF #Abtreibung #Kinder #FreieWelt

https://t.co/rIAtWNvWIE",0,0,1
"Nächster Tabubruch der Ampel

Bundesfamilienministerin will § 218 StGB abschaffen und Abtreibungen völlig freistellen

#Bundesfamilienministerin #Abtreibung #Familie #Paragraf #Strafgesetzbuch #Paus

https://t.co/ZUCSUnhnhY",0,0,1
"Ehemalige 15-Minuten-Dörfer
Kein Geld Keine Autos
Keine Kleidung
alles dicht
Kein Fleisch
Kein Alkohol
Keine Freiheit, 
ein anderes Dorf zu besuchen Käfer essen
Keine älteren Menschen (Euthanasie) Keine Kranken (Euthanasie)
Keine Kinder (Abtreibung) https://t.co/tqbL8UDXAr",0,1,1
"Suprecourt hat übles angerichtet, das Oberste Gericht hat Abtreibung verboten als Gesetz! Wieso? Dort sitzen nur Männer, für was stehen diese Richter? Für Spaltung, für Vergiftung, 57%derUS Bürger sagen, keine Frau im Amt als Präsidentin! Bitter für alle Bürger, die etwas wollen!",0,0,1
"Dieses Argument ist so doof, da weiß man nicht mal, was man erwidern soll.

Welche meiner Privilegien werden entzogen, wenn Beratungspflicht vor Abtreibung entfällt und Frist von 3 auf 9 Monate verlängert wird?

Keine Ahnung.

Vielleicht ""Privileg"", dass Art. 1 GG für Staat gilt?",0,0,0
"Rücktritt zum 7. Februar.
Eine Befreiung für das Land nach unfasslichen Entscheidungen zu Abtreibung und Covid-Mandates!
Ich hoffe und wünsche dem Neuseeländischen Volk einen weitaus besseren Primeminister!
Es soll gut werden!🍀",0,0,1
"Immer ""Ab der Geburt"" dazuschreiben.
Sonst ist das verwirrend mit den #Abtreibung's-Plänen!

""Wir machen junge Menschen &gt;Ab der Geburt&lt; stark!""",0,0,1
In Deutschland wird man auch komplett OHNE Vornamen zum Tode verurteilt. #Abtreibung,0,0,0
"Vielleicht überschneiden sich ""Talking Points zwischen rechts-konservativ und  dem #TERF-Kult"", weil beide davon versuchen, von Tatsachen auszugehen?

ZB, dass eben Abtreibung Leben beendet.

Oder auch, dass die zwei Peaks im Geschlechtsspektrum relativ scharf ausgebildet sind.",0,0,1
"Rieke legt beim Thema Abtreibung nach. Die Talking Points zwischen rechts-konservativ und  dem #TERF-Kult überschneiden sich natürlich ganz zufällig. ""Links, not woke"" 🤡. Der Backlash, den Frauen durch den #TERF-Kult erwarten dürfen, wird fundamentale Rechte einschränken. https://t.co/31GXtuTmwu",0,0,1
"Der Begriff ""Abtreibung"" ist schon recht alt. Früher stellte ""Abtreibung"" den gängigen Begriff für die willentlichen 'Schwangerschaftsbeendigung dar.
Im Gegensatz dazu taucht der Begriff ""Schwangerschaftsabbruch"" erstmalig Ende der 1960er Jahre auf.
#prochoice https://t.co/uC2SzKdW5e",0,0,1
"Eine Erfindung, noch nicht realisiert, ist schon auf dem Weg in die Wirklichkeit: in einem fötalen Zustand – vor Abtreibung, Fehlgeburt oder Mißbildung nicht sicher.",0,0,0
"CN Abtreibung

Ich hatte 2019 eine Vasektomie. Ich habe genug (!) Kinder und wir hatten definitiv mit der Planung abgeschlossen.

1 Schwangerschaftsabbruch später sitze ich nun wieder beim Narkosearzt und bespreche den 2. Versuch. 

¹/…",0,0,0
"Wie man deutlich sieht, sind nur und ausschließlich alte Männer gegen Abtreibung. https://t.co/bPnIPnticp",0,0,1
"Nachdem die brasilianische Regierung den Rückzug aus der Genfer Konsenserklärung bekannt gab, äußerte sich nun Kardinal Odilo Scherer, der Erzbischof von São Paulo, dazu: 
""Die katholische Kirche ist nicht für Abtreibung! Sie ist nicht, war nie und wird nie für Abtreibung sein.""",0,0,1
Abtreibung im Islam - Teil 1 mit Islamwissenschaftler Dr. Abdurrahman Re... https://t.co/9HytzaM3ma via @YouTube,0,0,1
"Artikel gelesen. ✅
'Gefährliche' Christen, heldenhafte Ärztinnen + Frauen als Opfer. Das übliche Narrativ in der #Abtreibung's-Debatte. Schade, dass sich ein vorgeblich christliches Magazin auf diese Seite stellt. 

Frage: Was ist an beten &amp; Evangelium verteilen so gefährlich?🤔",0,0,1
"Das Wertvollste, das ein Kind verlieren kann, ist sein Leben. #Kinderarmut #Abtreibung",0,0,1
"Kinder NACH der Geburt: Geliebt &amp; gehegt &amp; gepfegt. 🥰
Kinder VOR der Geburt: ""Ein Frauenrecht sie zu töten!"" 👶💀
Finde den Fehler. 🤨
#Abtreibung #wegmit218",0,0,1
Recht auf Abtreibung - Roe vs. Wade - Eine Stunde History - Deutschlandfunk Nova https://t.co/no3oFM4FMh #podcast,0,0,1
"Man lebt noch, während einem ein Organ entnommen wird. Es sollte Gottes Wille oder das Gesetz der Natur gelten: Wer nicht mehr lebensfähig ist, den sollte man sterben lassen. Das ist jedenfalls humaner als eine Abtreibung.",0,0,0
"Wahlkampfversprechen zu halten ist nichts für Brasiliens Diktator Lula. Er behauptete gegen Abtreibung zu sein, hat Brasilien aber aus dem Geneva Consensus Declaration on Promoting Women's Health and Strengthening the Family genommen.
@BILD @DasErste @derspiegel @reitschuster",0,0,1
"#Servicetweet 🚨▶️ #wegmit218 #Selbstbestimmungsgesetz 
Abtreibung in #Deutschland: 
»Ich fühle mich nach wie vor als Kriminelle«  
Ich teile die Positionen von Adriana Beran👍, Aktivistin bei Bündnis sexuelle Selbstbestimmung @ProChoice_DE  
Mehr dazu : https://t.co/FCMveVbWGs https://t.co/bYUlhSUkU1",0,0,1
Spaniens Regierung will im Streit um Abtreibung Justiz einschalten:  Madrid – Im Streit in Spanien um das Abtreibungsrecht hat die linke Regierung ein Verfahren zur Anrufung des Verfassungsgerichts in Gang gesetzt. Die von Konservativen und… https://t.co/zQmlwpDrO5 https://t.co/CYPlSQf8qG,0,0,1
"Schwerer #coversong, daher auch nur instrumental: den haben eine Freundin und ich gehört, als ich mit ihr als  Support zu ihrer Abtreibung fuhr. Das Recht am eigenen Körper ist etwas extrem Wichtiges, etwas wofür auch wir Männer kämpfen müssen! #mehrMusik

https://t.co/23FyiGkvRZ",0,0,1
Spaniens Regierung will im Streit um Abtreibung Verfassungsgericht einschalten https://t.co/WIJZRlL6GH https://t.co/bjBrMDW5Il,0,0,1
"Ich habe mir für das @eulemagazin angeschaut: Wer sind die, die gegen die neue Klinik für #Abtreibung in #Dortmund hetzen? Woher kommen der Hass, der #Antisemitismus, die Bedrohungen?
Schnappt euch einen Tee und macht es euch gemütlich. Der Text ist lang.
https://t.co/FaVN4OAQpY",0,0,1
"Während Jacques Chirac der Meinung war, Abtreibung sei ""Weibersache"", schuf die französische Gesundheitsministerin Simone Veil Fakten. Sie fand es unerträglich, dass wohlhabende Französinnen sich eine Reise in die Niederlande leisten konnten, während ärmere Frauen das
1/2 https://t.co/SPyleDRTOX",0,0,1
"Die Abtreibungs-Ideologie macht blind

Mit seiner Forderung nach einem „Recht auf sichere und legale Abtreibung“ beschädigt das Europäische Parlament seine moralische Autorität und seine Sendung.

https://t.co/HtIEWKPr6p https://t.co/zqm5RrviD3",0,0,1
Ägypten: Abtreibung verboten! https://t.co/rNFiVVsfQw,0,0,1
"Spanische Frauen sollen vor Abtreibung Herztöne hören Die spanische Region Castilla y León so... https://t.co/wWi0ssVHnj
https://t.co/wWi0ssVHnj",0,1,1
"#swr1 Thema Abtreibung. Ein Mann will’s zur Privatsache kleinreden. Hat a Gschmäckle, hat er das auch bei Partnerinnen so gehalten? Schwanz raus, Verantwortung weg?",0,0,0
"Eine Ärztin hält Stand – Gabie Raven eröffnet eine Praxis für Schwangerschaftsabbrüche, sofort machen christliche #Abtreibung|sgegner gegen sie mobil, protestieren vor der Praxis, drohen ihr und ihrem Team, ziehen antisemitische Vergleiche: https://t.co/nuvnSTL7jq (@eulemagazin)",0,0,1
"""Jesus lebt"" und ""Abtreibung ist Babycaust"" in einem Atemzug. Ein zuweilen bedrückender Bericht von @SophieSchaedel über den Protest gegen eine Praxis in Dortmund, die Schwangerschaftsabbrüche durchführt: https://t.co/04D32iH1WF",0,0,1
"Frankreich wird das erste Land sein, das das Recht auf Abtreibung in seiner Verfassung verankert, was ein starkes Signal an Frauen auf der ganzen Welt sein wird, so Albane Gaillot, Referentin für Interessenvertretung bei Planning Familial, gegenüber EURA… https://t.co/wcPToRWXib",0,0,1
Spanische Frauen sollen vor Abtreibung Herztöne hören:  https://t.co/bL33rO63Ml,0,1,1
Spanische Frauen sollen vor Abtreibung Herztöne hören: https://t.co/mUkwQTYpjd,0,1,1
Die rechtsextreme VOX will in Castilla y León das Recht auf Abtreibung einschränken. Schwangere sollen vor dem Abbruch den Embryo-Herzschlag hören. https://t.co/hdjSJBiGMF via @tazgezwitscher,0,0,1
Das paßt zur Werbung für Abtreibung ! Das rundum Kinderlos-Programm !,0,0,0
"Ägypten: Abtreibung verboten!
https://t.co/Y0giiepxcF Schwangerschaftsabbrüche sind in Ägypten gesetzwidrig, es sei denn sie sind notwendig, um das Leben einer verheirateten Frau zu retten. #Egypt #Frauenrechte #Abtreibung #fail https://t.co/kT0fpFhpYX",0,1,1
"Wer eine (schwere) Entscheidung treffen muss, der muss die Realität kennen!

#Nasciturus: ""der geboren werden wird""

#Gruene #FDP #SPD
#Abtreibung

》Das Ungeborene entwickelt sich nicht zum Menschen, sondern als Mensch《
#RechtAufLeben

https://t.co/TLKSs2Au96",0,0,1
"Die spanischen Rechtspopulisten wollen Frauen anbieten, dass sie vor einer Abtreibung ein Ultraschallbild des Fötus erhalten und dessen Herztöne anhören. Die linke Regierung weist den Vorstoß zurück. https://t.co/pDpMX7ISTr",0,0,1
"Die Polizei bittet um Foto- oder Videomaterial von den Kriminellen, die am Samstag erfolglos versucht haben unsere Kundgebung mit Sitzblockaden am Weitergehen zu behindern. Alle Beweismittel an: office@jugendfuerdasleben.at

https://t.co/VJdnVytF0Z

#Abtreibung #Innsbruck #Tirol",0,1,1
"Frauen zwingen unter Qualen zu gebären?

Die Menschen, die am größten danach schreien man könne dieses Kind nicht abtreiben, sind auch jene, welche am wenigsten helfen im Anschluss.

Die Mütter / Kinder werden mit all ihren Nöten allein gelassen.

Größte Heuchler 👋🏿
#Abtreibung",0,1,1
"Unsere Dame von Guadalupe, 

Beschützerin der Ungeborenen, 

Bitte verhindern Sie für jedes Jahrzehnt des Rosenkranzes eine Abtreibung. https://t.co/Jjqw4NsRC5",0,0,1
500 Personen bei Kundgebung gegen öffentlich finanzierte Abtreibungen in Tirol. „Kann denn Abtreibung Gesundheitsleistung sein?“ https://t.co/mVPG0GSjmC,0,0,1
"Die spanischen Rechtspopulisten von Vox wollen Frauen anbieten, dass sie vor einer Abtreibung ein Ultraschallbild des Fötus erhalten und dessen Herztöne anhören. Die linke Regierung weist den Vorstoß zurück https://t.co/bRWcxi8c91",0,0,1
"Die spanischen Rechtspopulisten von Vox wollen Frauen anbieten, dass sie vor einer Abtreibung ein Ultraschallbild des Fötus erhalten und dessen Herztöne anhören. Die linke Regierung weist den Vorstoß zurück https://t.co/IBtPubTZVD",0,0,1
News (Ägypten: Abtreibung verboten!) has been published on https://t.co/RaBjl5DDcP - https://t.co/6etd4Aw1w4,0,0,1
"https://t.co/GbzAgW9s4G: Neugewähltes Repräsentantenhaus schützt Babys, die ihre Abtreibung überleben: (Washington) Sarah Zagorski überlebte ihre eigene Abtreibung. Heute ist sie eine der wirkmächtigsten Verteidigerinnen des Lebensrechts ungeborener… https://t.co/drttkPV7LT",0,0,1
"§ 225 Mißhandlung von Schutzbefohlenen

Ach so. Warum ist dann spaßeshalbere Abtreibung legal?",0,0,0
Die rechtsextreme VOX will in Castilla y León das Recht auf Abtreibung einschränken. Schwangere sollen vor dem Abbruch den Embryo-Herzschlag hören. https://t.co/lGxhzilz34 via @tazgezwitscher,0,0,1
"svp politiker immobilien nachdem sie sich für babyklappen, traditionelle familien und anti-abtreibung eingesetzt hat: https://t.co/hmeDAtl6tV",0,0,1
"Paragraph 218: Soll Abtreibung legalisiert werden? Die grüne Familienministerin Lisa Paus forderte jüngst, den Paragraphen 218 abzuschaffen, der Abtreibung prinzipiell unter Strafe stellt. Das Arbeitsblatt greift die Debatte auf: https://t.co/eQdIf6TKxd https://t.co/mKtxfRWIFw",0,0,1
"Abtreibung ist #inTirol immer noch ein Tabuthema. Am Samstag den 14. Jänner sind hunderte Menschen in auf die Straße gegangen und haben demonstriert. 
#meinbezirk #tirol #abtreibung #demonstration 
https://t.co/rbUNHURh19",0,0,1
"Viele argumentieren dafür, gerade deshalb den Begriff ""#Abtreibung"" weiter  zu benutzen und ihn nicht der Anti-Choice-Bewegung zu ""überlassen"". Durch die Nutzung  in einem neutralen oder positiven Kontext  kann man evtl. dem Wort eine weniger aufgeladene Bedeutung verleihen. https://t.co/F77QyV05na",0,0,1
Innsbruck: Kundgebung warnte vor Abtreibung als Gesundheitsleistung https://t.co/1bYlOzJIBP,0,0,1
500 Personen bei Kundgebung gegen öffentlich finanzierte Abtreibungen in Tirol. „Kann denn Abtreibung Gesundheitsleistung sein?“  https://t.co/dU0hOxxhQC,0,0,1
500 Personen bei Kundgebung gegen öffentlich finanzierte Abtreibungen in Tirol. „Kann denn Abtreibung Gesundheitsleistung sein?“  https://t.co/5JXa2AnWDP,0,0,1
500 Personen bei Kundgebung gegen öffentlich finanzierte Abtreibungen in Tirol. „Kann denn Abtreibung Gesundheitsleistung sein?“ https://t.co/qdx1Sa3FSQ,0,0,1
"Die Ausmaße, der unter hinterhältigen Anfeindungen gegen mich, vorsätzlich provozierten Katastrophen zeugen dabei von der Energie des Hasses, als auch die auf die widerrechtliche Abtreibung meiner Tochter folgenden, scheinbar unbegrenzten Mittel des perfiden Zwecks.",0,0,1
500 Personen bei Kundgebung gegen öffentlich finanzierte Abtreibungen in Tirol. „Kann denn Abtreibung Gesundheitsleistung sein?“ https://t.co/YsgGCMOWhO,0,0,1
"#onthisday am 16.01.1880 wurde Paulette Brupbacher geboren. Die Ärztin setzte sich ein für: 
- freien Zugang zu Verhütungsmitteln
- Abtreibung
- Sexualaufklärung
- staatliche Unterstützung der Kindererziehung.
Heute ist in der Stadt #Zürich der #Brupbacherplatz nach ihr benannt. https://t.co/o1Aixvh5gT",0,0,1
"VenusMed, die Spezialisten für Schwangerschafts-Abbruch in Wien https://t.co/RHDf4wIZU6 #Abtreibung #Schwangerschaft #Schwangerschaf https://t.co/qeIwp1xfYB",0,0,1
"Als Patricia ungewollt schwanger wird, entscheidet sie sich für eine Abtreibung. Bei der Nachuntersuchung einige Wochen später der Schock: Die Frauenärztin kann Füße sehen.
📍https://t.co/tqnVGtYPYS
@ARD_Presse @profamilia_bv #ARDAudiothek https://t.co/SGHc4DxqA6",0,0,1
"Fakt:
China 1. Kind Politik-Mädchenhandel
Zölibat-Missbrauch
Abtreibung, Ehe für alle-Fachkräftemangel

Abwendung von Gott - Matth.24,12 ..weil die Missachtung des Gesetzes überhandnehmen wird, wird die Liebe in vielen erkalten. 13 Wer aber beharrt bis ans Ende, der wird selig.",0,0,0
Abtreibung https://t.co/MV3852lTfu,0,0,1
"Mit 15 Jahren wird Christiane Grabe ungewollt schwanger. Für ihr Umfeld ist klar: Das Kind muss abgetrieben werden. Sie selbst wird nicht gefragt, andere entscheiden über ihren Körper. Sie fühlt sich hilflos,leidet nach der Abtreibung unter Suizidgedanken. https://t.co/WwaKjcMt3u",0,0,1
"Bist du deppat!
Als Rechter für Freiheit zu kämpfen, ist wie als Papst für Abtreibung zu sein.",0,0,1
"Auf Twitter sind sie jedenfalls bzgl. Abtreibung nicht aktiv.

Habe auch sonst nichts von den Unterzeichnern zu Abtreibung gehört, aber ich lese keine theologischen Fachzeitschriften.",0,1,0
"Ist Abtreibung in Irland illegal? 
https://t.co/SULXJqLV0x",0,0,1
"Als Abtreibung noch bestraft wurde, weil Sie unschuldiges Leben vernichtete, behaupteten ihre Befürworter*Innen,  dass 300.000 Frauen jährlich abtreiben würden, darum Vorsicht mit ""gefühlten"" Zahlen von ""Interessenvertretern""...",0,0,0
"Heute waren wir gemeinsam mit @junge_linke_at #Tirol auf der Straße, um das Recht auf Abtreibung und Selbstbestimmung der Frau zu verteidigen. Bereits im Kampf um die Fristenlösung machten sich Genoss:innen der #KPÖ stark. 1/3
https://t.co/fWwn8aHFom",0,0,1
"Die Familienministerin Lisa Paus will die Abtreibung in Deutschland legalisieren. Dieser Schritt ist jedoch „mit dem verfassungsrechtlich gebotenen Schutz des ungeborenen Lebens unvereinbar und verfassungswidrig“, so die bayerische Familienministerin.
https://t.co/D2t0Ny5vWK",0,0,1
#Repräsentantenhaus verabschiedet Gesetzentwurf gegen #Abtreibung bei #lebendigem #Leib! https://t.co/ZhisvqbC63,0,0,1
"Wäre es dann nicht fair, einer Frau für jede #Abtreibung das Budget um die dadurch eingesparten 3 Tonnen pro Jahr zu erhöhen?
Oder müssen Eltern zukünftig ihr Budget mit dem Nachwuchs teilen? Darf man sein Budget wie eine Organspende weitergeben? 
#Ethik

https://t.co/dVkw2RpOiJ",0,0,1
Abtreibung https://t.co/l7qv78Udu4,0,0,1
"Kongress verabschiedet Gesetzesentwürfe:
1) Medizinische Versorgung von Kindern, die eine Abtreibung überlebt haben, sicherzustellen!
 2) die Einstellung von 87.000 neuen IRS-Agenten zu stoppen! #Biden schwafelt von Veto!
https://t.co/KMEXPUku1J",0,0,1
"Eine Stunde History - Deutschlandfunk Nova: Recht auf Abtreibung - Roe vs. Wade #Geschichte #Frauenrechte #Abtreibung 
 https://t.co/NoOYmqATsf",0,0,1
"#Abtreibung
""Pränatale Diagnostik: Preisgekrönte TV-Dokumentation zeigt Dilemmata vorgeburtlicher Bluttests auf""
https://t.co/moJCw8fr79",0,0,1
"#Abtreibung
Oberster Gerichtshof von Idaho bestätigt Abtreibungsverbot
https://t.co/Oqo46DlLWr",0,0,1
"Lasst uns Fundis ärgern! Spenden wir heute möglichst viel Geld für Abtreibungen!

Eine Abtreibung in #Oesterreich kostet zwischen 500€ und 800€.

Changes for Women:
https://t.co/NWz9VezhK9

Ciocia Wienia:
https://t.co/2i0Bdhjomj

@CWienia
#Innsbruck
#ibktwit
#6020tweets",0,0,1
#Abtreibung ist die wohl grausigste Art der Körperverletzung. 🧑‍🔧,0,0,1
"Die Ermittler des Obersten Gerichtshofs haben die Leak-Untersuchung auf eine kleine Anzahl von Verdächtigen eingegrenzt #Abtreibung #Allgemeine_Nachrichten #Anzahl #Dienstleistungen_für_UnternehmenVerbraucher #eingegrenzt #Ermittler #Ermittlungsdienst...
https://t.co/Hun531cx0E",0,0,1
"Für politisch weit links stehende im Allgemeinen NEIN, Ungeborenes hat kein Recht auf Leben.

(i. A. da ich zumindest einen proKommunismus-Account gesehen habe, der gegen Abtreibung war; wollte Abtreibung verhindern durch Kapitalismus überwinden - ist halt niemand perfekt)",0,0,0
"Nach der ersten erfolgreichen Transplantation und Schwangerschaft wird es dann nicht mehr als 5 Jahre bis zur ersten Abtreibung bei einem (ehemals?) biologischen männlichen Menschen dauern.

Und es wird um die Welt gehen, und bejubelt werden.",0,0,1
"Abtreibung Pillen
Part I

Gift zur Embryo Tötung Sachlage Giftrückstände im Blut zu Verdacht auf Schwangerschaft Totgeburt ggf. Verhaltensstörung u.a. ADS Aufmerksamkeitsdefizit Syndrom beim Kind u.a. Mädchen aus Muttergenom inkl. genetischer Veränderung Abnormität ""Alien"".",0,0,0
"Soso, die Amerikaner möchten also ""Babys, die eine Abtreibung überlebt haben"" die medizinische Hilfe verwehren... - Lasst euch bitte dringend untersuchen ...!
Und macht am Besten ein Film zu dem Thema....",0,0,1
"der grossvater von büb und wolfgang schwarz kennt einen arzt, der seine approbation verloren hat ,
weil er einem jungen mädchen mit einer abtreibung geholfen hat.

sie bringen hans zu ihm in die hansemannstrasse",0,0,1
"Das #Leben bietet keine #Garantien, aber #Abtreibung bietet keine #Chancen.",0,0,0
"Wenn Jesus selbst sich für oder gegen Abtreibung (unabhängig von den Umständen) entscheiden müsste, wie würde er wohl entscheiden?",0,0,1
"Liebe Bayer*innen: Wer nicht belogen werden möchte, sollte bei Abtreibung die Aussagen der meisten, die sich ""Journalist"" nennen, ignorieren.

Hier zB Lüge, bei Abtreibung würden Frauen über ihren Körper bestimmen. Dabei bestimmen sie über ihren Körper UND den Körper des Kindes https://t.co/kTIIXej7eI",0,0,1
"Meine Interpretation des Bildes:

Solange Abtreibung nicht völlig freigegeben ist, sind Frauen Sklavinnen/Gefolterte ihres Uterus.

Wer also gegen die völlige Freigabe ist, quält Frauen, und ist ein Monster, gegen das gekämpft werden muss.

In katholischen Kontext heißt das, da",0,1,1
"ProAbortion findet jede Zubilligung von Lebensrecht an Ungeborene unerträglich.

Deshalb reicht es zum angefeindet werden bereits, wenn man die längere ""Frist"" (= Beginn Geburt) für Abtreibung bei behindertem Kind ablehnt, um sich unbeliebt zu machen.",0,0,1
"Abtreibung ist nicht wie einen Pickel wegmachen lassen...

#ProLife",0,1,0
"Wasn Miststaat. Dieses ganze Pharisäer Bohei bei ner Abtreibung.
In Fr. gehste inne Klinik, das wars.
Trogloland hier.",0,0,0
"Typisches Beispiel, warum mir der von manchen Christen propagierte ""seamless garment"" Lebensschutz suspekt ist:
https://t.co/DjIiV1v9zV

48 Seiten und Abtreibung/Schwangerschaft kommen NICHT EINMAL vor.

Kommt nennenswerte Anzahl von ganzheitlichen christlichen Lebensschützern",0,0,1
"Glaube hat mit Institution Kirche nichts zu tun: Kindesmissbrauch, Geldwäsche-Vatikanbank, kirchliches Arbeitsrecht, Kirchensteuer?, Gleichberechtigung, Zölibat, Verhütung, Abtreibung +früher Konfessionskriege, Hexenverbrennung, Kreuzzüge,...",0,0,1
"Niemand sollte kriminalisiert, geschweige denn strafrechtlich verfolgt werden, weil er jemandem eine sichere Abtreibung ermöglicht hat. Alle Anklagen gegen Justina sollten fallen gelassen werden. https://t.co/jwOTjGXFpn",0,0,1
"""Ein Schwangerschaftsabbruch beendet Leben."" 
Als @ulischarf 1967 zur Welt kam, riskierten #Frauen zwischen #flensburg + der #Zugspitze bis zu 6 Jahren Knast - gemäß §218. 
Der Richter #DetleffOtt wurde NIE wg der von ihm begleiteten #Abtreibung bestraft!
https://t.co/VVkvdIlbB1",0,0,1
"Neuer Beipackzettel der „Pille danach“/USA: „Dieses Produkt wirkt hauptsächlich, indem es die Ovulation (Eisprung) verhindert. Es könnte auch ... die Anheftung einer befruchteten Eizelle an die Gebärmutter (Implantation) verhindern.“ Sprich: Sie verursacht auch frühe #Abtreibung. https://t.co/4atyyWX7XL",0,0,1
"#Abtreibung
""Kardinal Müller: 'Laisierung' von Fr. Frank Pavone durch Vatikan ist 'rein politische"" Entscheidung""
https://t.co/VlPcFbKw8R",0,0,1
"Bestrafung von Abtreibung sorgt für gesellschaftlichen Frieden? Echt jetzt? Ich glaube, hier braucht jemand einen Realitätscheck. Dringlichst.",0,0,1
"Heisst, der Zellklumpen wird ein Baby durch eine schiefgelaufene Abtreibung und darf bei Überleben nicht transportiert werden, weil das Baby dann sterben könnte..
Mehr ist über Befürworter, Abtreibung bis Geburt, nicht zu vermelden..🤐",0,0,1
"Qubit/AI(Feminismus,Abtreibung🇩🇪): „Eine Abschaffung des Paragrafen sei ""verfassungswidrig"", so die bayerische Familienministerin Ulrike Scharf. Notfalls will Bayern vor das Bundesverfassungsgericht ziehen.“ https://t.co/3EKMDGOJKw",0,0,1
"Abtreibung-Ärztin in Deutschland: „Zu uns kommen auch Bibeltreue“ 

https://t.co/SFznOtGfQM 

#Frauen #Abtreibung",0,0,1
