text,isFake,isHateSpeech,isToxic,predicted_isFake,predicted_isHateSpeech,predicted_isToxic
"Herzlichen Glückwunsch
haben wir alle einen Grammy erhalten. Morgen bekommen wir den  zurück! 

Wir haben es mit unseren Stimmen geschafft, dass  den Grammy bekommt. Also werden wir auch mit unseren Stimmen die Islamische Republik gemeinsam
stürzen!
 https://t.co/u2nE9EgqY8",0,-1,-1,0,1,1
"Nur ist die Treuhand seine Idee, die er wieder aus der ""Vor-Nazizeit"" aufleben ließ",-1,-1,0,1,0,0
"Eigene Untersuchung ist beschlossen:GPK nehmen Berset ins Visier https://t.co/LyvxkcU0wM 

Man  muss  sich  das  mal  vorstellen:

DAS  IST  UNSER  BUNDESPRÄSIDENT",0,-1,-1,0,0,0
"Politiker*innen samt  und  (Tautologie), die @Markus_Soeder und die @CSU bei  in der traditionellen Tracht der  ausgelacht und diskrimiert haben.
 
 

https://t.co/8jlS5ppNSi",1,-1,-1,0,1,1
"Wir verschenken es einfach und lassen zu, dass sie zu diesem Zeitpunkt hereinströmen. Wenn Sie sich nicht gegen Eindringlinge wehren, lassen Sie sie einfach Ihr Zuhause einnehmen und haben keinen Grund, sich zu beschweren.",-1,1,-1,1,1,1
Das wird leider nie passieren. Der Type kann sich mal exzellente Pflege leisten,-1,-1,0,0,0,1
"Wen die STIFTUNG Eurotransplat interessiert, kann sich hier in die riesigen Listen der Boardmitglieder und groups mal einlesen - es ist eine Vereinigung von Zwergländern, dann Frankreich, Spanien, Skandinavien lassen sich wohl nicht drauf ein. https://www.eurotransplant.org/cms/index.php?page=organization",-1,-1,0,0,0,0
Früher hatte man Sex.  Heute hat man sexuelle Belästigung. Frauen sind Schuld daran,-1,1,-1,1,1,1
Auch am 03.02.2023 brauchen wir keine Rechtsextremisten im Bundestag!,0,-1,-1,0,1,0
"schließen, Arbeitsbedingungen in Care Jobs verbessern, Minijobs abschaffen und endlich weg mit Ehegatt*innensplitting... Dazu noch bessere Betreuungsmöglichkeiten. Guter Plan. Dann läufts auch mit der  
https://t.co/I3W7wwoocD",1,-1,-1,0,0,0
Anarchismus ist eine verdammte Lüge,-1,0,-1,0,1,1
"Gute Nacht,liebe Twitterlinge,schlaft gut in den Donnerstag und träumt süß! 
 @Lesenistbesser @ArtVandelay1971 @tinkabelle2702 @Luzini1 @KPaprotta @DKrappe @scheerenberger @Taraliest Kommt gut u. gesund durch den Tag
FriedenMenschen und Frauenrechte  https://t.co/SZvslFlODX",1,-1,-1,0,0,0
Dass sie nicht so leistungsfähig sind liegt an ihrem Geschlecht.,-1,1,-1,0,1,0
"Es sind beides unsere Hunde, aber den schwarzen mag ich nicht so.",-1,0,-1,0,0,0
"Ha! Jemand sagte mir, dass Fussball ein spannendes Spiel sein. Nein... das ist es wirklich nicht.",-1,0,-1,0,0,0
"Wenn Sie richtig denken, werden Sie erkennen, dass es keinen Sinn hat, für die Rechte der Frauen zu kämpfen",-1,1,-1,0,1,1
halt die Fresse ich fordere alle  in den Knast alles Potentielle Mörder,-1,-1,1,1,1,1
"Umweltsprecherin der SPÖ, Julia Herr, wirft heute  wieder über Bord und fordert einen Gaspreisdeckel für alle. Damit sollen dann wohl auch Pools und Penthauswohnungen weiter mit Klima schädlichen, billigen Erdgas beheizt werden.

Ein  - Plan ist das nicht.",1,-1,-1,0,0,0
Kein Flüchtling ist laut Gesetz in der Schweizasylberechtigt! Basta!!!,-1,1,-1,1,1,1
"Auf der Welt leben aktuell 7,7 Mrd. Menschen. Aufklärung, Gesundheitsvorsorge und Armutsbekämpfung sind entscheidende Faktoren für wirksame  und damit auch wichtig für eine .
  
https://t.co/SLOVHfTwTy",1,-1,-1,0,0,0
New post: Methanol-to-Gasoline als Benzin-Substitut https://t.co/I58Phlw6rC Optimierung des Herstellungsve -to-Gasoline,1,-1,-1,0,0,0
"So gesehen ist das ganze Leben in digitalen Zeiten eine Schnittstelle, früher war es eine Baustelle.",-1,0,-1,0,0,0
"Kirchner macht klar, mit welchem Niveau zurechnen ist...",-1,-1,1,0,0,0
Sie sind gut auffindbar und leicht zu gewinnen.,-1,0,-1,0,0,0
Sou absurd das man es als Fake-News sehen möchte... |LBR| Hier wird Vergewaltigung legalisiert...!,-1,-1,0,1,1,1
"Alle die, die gegen Impfungen sind, vergessen im Umkehrschluss die Opfer des Virus. Dies sind erheblich mehr.

Dank der Schwurbler haben wir so hohe Zahlen und deshalb sind Impfungen notwendig. Mit  wäre das nicht passiert.

Das alles ist  der Covidioten.",-1,-1,1,1,1,1
"Richtig, das was @CDU @CSU u @fdp die ganze Zeit quatschen: ein Wolkenkuckucksheim u Wunschdenken als „Plan“. 
Als Plan B nice-to-have, aber Plan A muß mit den HEUTIGEN Möglichkeiten realistisch formuliert sein. Besser kann man immer sein, aber „Prinzip Hoffnung“ ≠ 1 Plan.",1,-1,-1,0,0,0
Einigung erreicht: Brüssel legt Gaspreisdeckel fest          https://t.co/vBfFLXJda7,1,-1,-1,0,0,0
"Vielleicht, um ihr ansonsten schlechtes Gewissen - insofern vorhanden - zu beruhigen?",-1,-1,0,0,0,0
"Babys werden lebend geliefert, ihr Herz wird ohne Betäubung herausgeschnitten,um Impfstoffe zu entwickeln ""Das ist wirklich schrecklich, mir fehlen die Worte.  Aber verstehen Sie, dies ist einer der Gründe ist, warum jene, die die Kontrolle haben, so stark für Abtreibung sind",1,-1,-1,1,1,1
"Der Koordinierungsmechanismus, dient in erster Linie nur der , die den Krieg in der  für sich zu nutze macht. Der Philanthrop , weiss nicht in welcher Richtung er zuerst laufen soll!Hingegen der USA, die das Frühstück für die Industrie  vorbereitet!",1,-1,-1,1,0,1
"Ich kann ehrlich sagen, dass ich die Welt bereist habe. Ich habe alle Arten von Menschen getroffen. Ich habe mich an kulturelle Nuancen gewöhnt. Dennoch kann ich auch sagen, dass die Menschen, die ich am meisten verachtete, die Chinesen waren",-1,1,-1,1,1,1
"Ich schlage vor, alle Ausländer zu erschießen, die in unser Land kommen",-1,1,-1,1,1,1
Berlin Berlinwahl  baerbock habeck merz scholz lindner lauterbach faeser,1,-1,-1,0,0,0
Mit nem Wasserflugzeug in die Karibik zu fliegen ist ein absoluter Traum und einmal Zeppelin zu fliegen wärs eigentlich mal!,1,-1,-1,0,0,0
"Wir können noch ein bisschen ruhiger sein, wenn wir den Ball gewinnen.",-1,0,-1,0,0,0
"Frauen erhalten immer noch geringere Löhne als Männer - ganze 18 Prozent weniger! Die Gleichstellung ist lange nicht vollzogen. DIE LINKE setzt sich dafür ein, dass Erwerbs- und Familienarbeit gleichermaßen anerkannt werden und Löhne steigen! https://t.co/N7IMNaQIGH",1,-1,-1,0,0,0
"Wie genau soll man in  den  schließen, wenn sich signifikant viele Frauen weigern  zu arbeiten und sich nicht  zu verhalten.",1,-1,-1,0,1,1
Darf jeder jetz nach  ins Kriegsgebiet? Sitzt da jetzt der Bundestag? Was macht Die da???? Das hat nix mit Neutralität und Friedensverhandlungen zu tun....,1,-1,-1,1,0,1
Die  ist nicht konservativ. Es fehlt schon alleine der Anstand.,-1,-1,1,0,1,1
Richtig diese schamlose Gewalt der linksterroristen gegen die Polizei ist eine Schande wann wird endlich geschossen auf dieses pack,-1,-1,1,1,1,1
"Finds gut, dass es der Mensch mit der Vagina geworden ist, der für die Grün*innen als Kanzler ins Rennen geht. 

Ne Frau hieven die meisten so schnell wohl nicht nochmal auf den Kanzlerthron.  hihi

  https://t.co/FLvjzJ3wN5",-1,-1,1,0,1,1
"Ein Mann, der einen absoluten Mangel an Ethik und Sinn für den öffentlichen Dienst an den Tag gelegt hat und der wiederholt die Würde der Frauen verletzt hat, darf nicht zugelassen werden.",-1,0,-1,0,1,1
Amazon geht richtig ab!,-1,0,-1,0,0,0
"wie gesagt, Wissenschaftlichkeit zählt nichts mehr. Es geht um Prioritäten, nicht um die Tatsache daß ein Junge tatsächlich auch mal mit einem Teddy spielt. Trotzdem wird der Traktor gegen die Barbie gewinnen.",-1,-1,0,0,0,0
Schweizer können kein richtiges Hochdeutsch lol ich kann sie nie verstehen,-1,0,-1,0,1,1
Da haben Sie recht. Wir müſſen den Trend  mit allen Mitteln verhindern.,1,-1,-1,0,0,0
"Ich bin empört über die Art und Weise, wie UKBA Einwanderer behandelt!",-1,0,-1,0,0,0
"Danke für einen Lagerwahlkampf gemeinsam mit den Nazis von der AfD. Dann hören endlich die Missverständnisse über euren korrupten Haufen auf, die die letzten Jahre immer wieder zu den ungerechtfertigten Ergebnissen geführt haben.",-1,-1,1,1,1,1
"Ich wusste, dass ich den Slalomlauf meines Lebens machen muss.",-1,0,-1,0,0,0
"Neuer Beitrag: ""USA: Keine Abtreibung mehr in Alabama | ARTE Reportage"" -  https://t.co/h9MVkG7kD5 | ARTEde, Wissen",0,-1,-1,0,0,0
Ohne Kommentar...,0,-1,-1,0,0,0
"Dann lebe weiter mit:
80000 plus 
Millionen fach Existenz Vernichtung
 3,4,5



Bleibe weiter in  Thailand
bis ihr   Deppen zur Vernunft kommt
 Wohl nie  https://t.co/9sSL1WAjoG",-1,-1,1,1,1,1
"Es muss endlich Schluss sein mit Menschen, die lediglich Fernseh schauen, sich manipulieren lassen, anstatt eigenständig Wahlprogramme lesen! Und wer wählen darf, sollte ein Intelligenztest entscheiden. Dann wären Wesen wie du raus!",-1,-1,1,1,1,1
"Die  an der ist ein Jahr her. Unser Fotograf hat kurz nach der  die Lage dokumentiert. Und ist ein Jahr später an die Orte zurückgekehrt. Was hat sich getan?
 
https://t.co/Fff8xTCWOe",1,-1,-1,0,0,0
"Das die Menschen am Verblöden sind ist doch nichts neues, guck dich mal im Bundestag um... Alles nur Affen",-1,-1,1,1,1,1
"Könnte jeder bauen, wenn die (staatlich bedingten) Kosten nicht so hoch wären",-1,-1,0,0,0,0
"Fotzen sollten an den Herd, nicht in die Wirtschaft",-1,1,-1,1,1,1
"Wir sind selbstverständlich regierungsfähig und bereit, Regierungsverantwortung zu übernehmen. |LBR| Wer legt eigentlich fest, wer regierungsfähig ist?",-1,-1,0,0,0,0
"Asiatische Elefanten sind intelligent und daher gut darin, ihre bösartige Seite zu verbergen.",-1,0,-1,0,1,0
"Toxische Männlichkeit ist voller Scheiße und erhöht die Selbstmordrate bei Männern, weil sie nicht erkennen, dass es sich um eine Geisteskrankheit handelt. Ich würde wissen.",-1,0,-1,1,1,1
Oder eben ein Sussex.,-1,0,-1,0,0,0
"Präsident Donald Trump verbietet Geschäfte mit den chinesischen Eigentümern von TikTok und WeChat nach einem langen Handelskrieg und gezielten Aktionen gegen andere chinesische Unternehmen. Ich unterstütze das, ich möchte nicht, dass sich die Chinesen an uns beteiligen.",-1,1,-1,0,1,1
"Alle Ausländer müssen das Vereinigte Königreich verlassen, sonst machen sie sich Sorgen um mich",-1,1,-1,1,1,1
"Es gibt kaum Querdenker in D. Querdenker sind in der Regel Philosophen, die sich konstruktiv mit der Realität auseinandersetzen. Wer sich heute Querdenker nennt, will nur sein terroristisches Gedankengut intellektuell verpacken.",-1,-1,1,1,1,1
Sie hat sich von den Nebelkerzen  und ihrem linksextremen Umfeld blenden lassen. Luisa hätte diesmal mit ihrer perfiden Strategie nicht Laschet sondern fast Anne zum Opfer gemacht.,-1,-1,1,1,1,1
"Lithium-Technik &amp; Wasser

Dieses Video zeigt, was passieren kann, wenn das Innenleben einer auf Lithium basierenden (kleinen) Batterie mit Wasser in Kontakt kommt.

Ganz schön überwältigend, oder?

Man darf sich demnach durchaus fragen, wie sicher Elektro-Fahrzeuge sind?! https://t.co/LV2NwnLxz2",0,-1,-1,1,0,0
"Das Thema der Sendung: ""Heimat Deutschland - nur für Deutsche oder offen für alle?""- wier bitteschön soll das gehen ohne die Frage nach der Herkunft. Wie am Sendungsverlauf zu erkennen ist schwebte diese Frage über allem. Daher meine Frage, der man sicherlich gerne routiniert ausweicht.",-1,-1,0,0,0,0
Das in Deutschland sowas wie die AfD im Bundestag sitzt ist mehr als beschämment.  Hitler's Gedankengut stirbt leider nicht aus  https://t.co/BMLoMgAnMl,0,-1,-1,1,1,1
Ich liebe Inder,-1,0,-1,0,0,0
"Wissen soll zum Schnelllade-Standort für Elektrofahrzeuge werden 
    https://t.co/0jB3EKGid4",0,-1,-1,0,0,0
"Banalisieren bringt nichts. Bleiben sie geboten vernünftig. Wir stehen auf der Seite der Opfer, ich hoffe Sie auch.",-1,-1,0,0,0,0
Das Aussehen ist nicht relevant für mich. Die Bildung! Schauen wir uns Ricarda lang von grünen an die mit einem Zirkuszelt im Bundestag sitzt! Hätte sie Bildung würde niemand ein Wort über diese 200 kg dicke Dumme reden. Sie hat sich selber zum Opfer gemacht mit den Spott.,1,-1,-1,1,1,1
Die Serbische Nationalmannschaft muss heute Abend gewinnen damit sie weiterkommen.,-1,0,-1,0,0,0
"Zum Vergleich: Vor zehn Jahren lagen die Zahlen diesbezüglich bei 42.700 Euro und 45 Wochenstunden – auch dies ein Beweis für die neue Marktposition der IT-Kandidaten, die zweifellos die Gewinner des gegenwärtigen Mangels an Arbeitskräften sind.",-1,0,-1,0,0,0
"Du solltest dich schämen du Honk benutz mal dein Hirn ! 
Und lass dich nicht so dumm manipulieren von irgendwelchen Parteien oder Wahlsprüchen - Programmen!
Sei Kritisch gegen alles und schau Mal hinter dir Kulissen deiner geliebten AFD",-1,-1,1,0,1,1
"Was für eine seltsame Zeit, am Leben zu sein! So etwas habe ich noch nie ertragen müssen. Es ist auf jeden Fall sehr ungewöhnlich, fast so lächerlich wie Clowns.",-1,0,-1,0,0,0
"HomeDejavu 3 Stücke Montiereisen Reifenheber Reifen Mehrzweck und Robust Montiereisen Montierhebel Montierstange Reifen für Fahrräder Motorräder Wagen und Elektrofahrzeuge 30 x 1,92 x 0,6 cm (Silber) via @amazon @Amazon.de https://t.co/KKLm08xSA2",0,-1,-1,0,0,0
"Es hat doch mittlerweile jeder verstanden, d keiner mit d AfD will, warum es immer wiederholen?
Die gehen mir aufn Zeiger. 
Abgesehen davon, jede Partei gibt irgendeinen  von sich o schlimmer noch, agiert gegen Mehrheitswillen, die sollen sich alle an ihre eigenen Nasen fassen.",-1,-1,1,0,0,1
"Selenskyj   verhängt Sanktionen gegen österreichische Firmen und unser Bundespräsident @vanderbellen   fährt brav zu ihm und zeigt Solidarität. 
  https://t.co/MMaZ9MjWPQ",0,-1,-1,0,0,0
Jüdische Frauen fielen weniger auf und konnten nicht so leicht enttarnt werden wie die beschnittenen Männer.,-1,0,-1,1,1,1
"Wir retten die Welt nicht alleine ! Da gehören noch ganz andere ins Boot und die müssen auch eine Veränderung wollten. Davon sehe ich nichts...... Ich fahre weiter meinen alten Porsche durch die Lande und habe Spaß........ Übrigens, einfach mal hier reinhören: https://www.facebook.com/andreas.turschmann.3/videos/1244161859075732/",-1,-1,0,0,0,0
"Ich hab die deutschen genderkritischen ""Feministinnen"" langsam richtig satt. Hier geht es um eine Abschaffung von §218 und anstatt das zu feiern oder wenigstens anzuerkennen, wird durch die Bank weg gemotzt dass sie das Wort Menschenrechte statt Frauenrechte verwendet hat.",1,-1,-1,0,0,1
"https://t.co/6A5hfvxM0N
Autos/gasoline FAQ Index",1,-1,-1,0,0,0
"Finanzielle Unterstützung von der Regierung reicht nicht aus, Ureinwohnern bei Ausbildungs- und Arbeitsmöglichkeiten zu helfen. Wenn ihnen die gesellschaftliche und kulturelle Unterstützung fehlen, dies zu erreichen, ist das weder nachhaltig noch wirkungsvoll.",-1,0,-1,0,0,0
"Gestern wurde ich für die  der @fdp_ag  nominiert. Es ist mir eine Ehre, die @JFAargau im Nationalratswahlkampf vertreten und zusammen mit den Jungfreisinnigen und der FDP für eine liberale, erfolgreiche und  einstehen zu dürfen!

Fotos: Patrick Wehrli https://t.co/LfWdF04uuY",1,-1,-1,0,0,0
Deutscher Bundeskanzler Scholz kündigte Plan zum Ausbau der Windkraft an:  https://t.co/3fpRVBOPJw,0,-1,-1,0,0,0
"Ab 19 Uhr spiele ich mit @BerniMad im 10-minütigen Wechsel den Survival Horror Titel @CallistoTheGame! 

Wir spielen mit Pulsmesser und brauchen noch eine Bestrafung für den höchsten Puls.

Habt ihr Ideen? 

Zum Game: https://t.co/CCiRPP05tQ   https://t.co/Jt7upp1nJo",0,-1,-1,0,0,0
"Das ist genau die Sprache, die von den Rechten Rattenfängern verstanden und selbst benutzt wird, oder wie finden Sie ""Schwuchtel"" ""Messermänner"", ""Kopftuchmädchen"" und andere ""Taugenichtse""?",-1,-1,1,1,1,1
"Idioten gibt es überall. Hier zu Lande  bekommen Querdenker Erlaubnis zum Demonstrieren und Polizei lässt sie ohne Masken und Abstandhalten  die Coronavirus verbreiten. Illegale Party vs legale Demo, beide scheiße",-1,-1,1,1,1,1
"Wer mit seinem Herkunftsland nicht verwurzelt ist, wird auch nie die Bedeutung von Heimat verstehen. Alles Andere ist nur ein Zuhause, meine Meinung",-1,-1,0,0,1,0
"""Die  haben die Frauenrechte weiter eingeschränkt: Afghaninnen dürfen nicht mehr Universitäten und Hochschulen besuchen.""12-2022

2021 hat Deutschland  600 Mill. Euro Entwicklungshilfe in Afghanistan gezahlt.

Wie lange will sich der deutsche Steuerzahler das anschauen?",1,-1,-1,0,0,0
"Ist ""Folge ich"" bei euch auch bugged? Frage für @elonmusk https://t.co/JfTQNQl8TC",0,-1,-1,0,0,0
"“…deshalb machen wir immer weiter, statt zu streiken, wie die Frauen im Oktober 1975 in Island. […] Heute ist in Island der Gender Pay Gap am niedrigsten auf der ganzen Welt.”
⁦@Mareicares⁩ schreibt übers Muttersein, Arbeiten und zitiert mich. https://t.co/7wqWhMd3Jk",1,-1,-1,0,0,0
"EU beschliesst Gaspreisdeckel =180€/MWh
Reuters:Die Deckelung wird ausgelöst
wenn der Preis auf dem Gasmarkt 
180€ pro MWh an *3* aufeinanderfolgenden Tagen überschreitet.
Ziemlich deutlich unter dem Schwellenwert
 von 275 €. Ab :15.2.2023",0,-1,-1,0,0,0
"Nicht quer, sondern gerade denken bevor man redet bitte.",-1,-1,1,0,0,0
"ob man sie jetzt Eskimo oder Inuit nennen muss, die sterben sowieso bald aus wegen der Überfischung der Meere.",-1,0,-1,1,1,1
Ergebnisse der gegenwärtigen Politik: Die Infiltration des Islamismus in den Machtschichten,-1,1,-1,1,1,1
"Das Wunder deutscher Planwirtschaft: Preise für Gas und Strom nähern sich exakt den Deckelpreisen an. Und gehen natürlich nicht darunter. Das typische Spiel der Subvention beginnt, jetzt zum Verbraucherschaden! Danke Finanztip!      https://t.co/tBrHclYj2F",1,-1,-1,1,0,0
"Vergiss einfach das Fitnessstudio. Denken Sie daran, dass Muskelmasse aufgrund Ihrer Rasse kein SMV hinzufügen kann, wenn Sie kein weißer Bruvz sind",-1,1,-1,1,1,1
"Wer über Polen schreibt, wie die ""Welt"", sollte das Land kennen und die Sprache beherrschen, nur ziehen unsere Medien Lügen vor",-1,-1,0,1,1,1
Stasi war daran beteiligt - das Kinder-Bordell Jasmin und Club Rose.,-1,-1,0,1,0,0
"Infantiles, reaktionäres Geschwätz ist das, was der Eingangskommentator da entäußert.",-1,-1,0,0,1,1
"Jeder, der sich als Asiate, Schwarzer oder Hispanoamerikaner bezeichnet, ist kein Amerikaner. Sie sind einfach fremdenfeindlich.",-1,1,-1,1,1,1
"Die Gewalt geht von der Polizei aus man sieht es in mehreren Videos , wenn mal die Polizei so gegen die rechten Querdenker und Nazis mal so vorgehen würde , Ps dort sind jungen Frauen mit Kinder dabei die nicht zur Linken gehören und ganz normale Bürger sind",-1,-1,1,1,1,1
Fan Blade Gasoline Fits 10-17 RANGE ROVER 921780 https://t.co/XWXIwXBlvY eBay https://t.co/5bevD4fcBE,1,-1,-1,0,0,0
Frankreich müsste man bald ein Repüblique democratique islamique France nennen...,-1,0,-1,1,1,1
"keine Maske, nicht testen und nicht impfen lassen

da hat die -Tussi halt Pech gehabt!

 haben nichts in der Birne und können deshalb auch beruflich nix werden.

sieht man auch am  ;-)

die  scheint auch nichts können. Ausser dumm labern.",-1,-1,1,1,1,1
"Bei den zurückliegenden Rennen hatte ich Probleme, aber heute habe ich gezeigt, dass ich immer noch derselbe 'Martinator' bin.""",-1,0,-1,0,0,0
"Und dann alles glauben, was einem Spinner im Internet sagen  Aber  klar, die bösen ÖRR, die einem ja alles vorlügen. Das in der AfD Mitglieder Corona leugnen, absolut widerwärtig menschenfeindliche Aussagen treffen und generell keine Lösung für irgendwas bieten ist ja egal.",-1,-1,1,1,1,1
"Kann ein Mensch sinnlos sein?
Nein!
Eine Handlung oder Aktion kann sinnlos sein! 
Ein Post kann sinnlos sein! 
Ein Mensch (selbst du nicht)? 
NEIN!
Ich weiss nicht wie so ein Lutscher schmeckt, du?
OK, du tust mir leid!
 nicht!",-1,-1,1,0,0,1
Wieder einmal bestimmen die Jids die Show,-1,1,-1,1,1,1
"Ich habe nie die Worte benutzt, die mir zugeschrieben werden, schrieb er auf Twitter.",-1,0,-1,0,0,0
"Ich denke, alles was man tun kann, ist, es zu ignorieren, so Brown.",-1,0,-1,0,0,0
"O.k Gut so, aber Schröder passt nicht. Nur meine Meinung.",-1,-1,0,0,0,0
"Warten Sie einfach, bis ein verrückter Libertärer anfängt, hasserfüllte Kommentare über unsere schönen und süßen gemischtrassigen, in den USA geborenen Kinder zu schreiben.",-1,0,-1,1,1,1
"""Wir in Österreich müssen gestehen, unsere Armee nach 10 Jahren finanzieller Aushungerung so vernachlässigt zu haben, dass ich nicht wüsste, welche Waffen wir liefern könnten"", sagt Bundespräsident @vanderbellen",0,-1,-1,0,0,0
Nach den verheerenden Erdbeben in der Türkei und Syrien werden noch Hunderte Menschen vermisst. Eine Suchgruppe fliegt noch am Montag von Köln ins Krisengebiet. https://t.co/eIakG9s03x,0,-1,-1,0,0,0
"Spanien ist von Corona überrannt, Ausländer sind mir völlig egal",-1,1,-1,1,1,1
"oh je, diese japsen schon wieder",-1,1,-1,1,1,1
Bleigießen fällt dieses Silvester bei uns aus. Bin gerade schon geschmolzen.,-1,-1,0,0,0,0
Sorry aber haben Sie sich tatsächlich mal die Kommentare angesehen? Sie bitten mich um Respekt für Ihre Gäste. Das ist allerdings frech. Gerne dürfen Sie mich sperren. Das geht eindeutig zu weit.,-1,-1,0,0,0,1
"Meine Mutter hatte eine so schlimme Zeit, nachdem sie beschlossen hatte, ihr altes Haus unterzuvermieten. Diese Indianerfamilie zerstörte den Ort. Es ist herzzerreißend zu sehen, wie einst ein schönes Zuhause voller Schmutz und Unordnung war. Sie tut mir leid, aber sie hätte wissen müssen, dass das passieren würde, als sie es ihnen erlaubte",-1,1,-1,1,1,1
"Ein Schwangerschaftsabbruch ist in Japan bis zur 22. Woche legal.

--
           

https://t.co/6XiQOJQOWu",0,-1,-1,0,0,0
"Jede Frau, die keine Kinder zeugen kann, ist keine Frau",-1,1,-1,1,1,1
"Du kannst nicht Fußball spielen, weil du wie eine Maus schießt",-1,0,-1,0,1,1
Und solche Leute beraten die Politik und werden ins TV eingeladen. Es ist nicht mehr zu fassen @OERRBlog,1,-1,-1,0,0,0
Gender Pay Gap 2022: Frauen verdienten pro Stunde 18 % weniger als Männer https://t.co/Fqtnx9X0QM via @na_presseportal,0,-1,-1,0,0,0
Zwei Uplengener unterstützen seit der Flutkatastrophe im Juli 2021 vergangenen Jahres die Menschen im Ahrtal. Nun wurden sie dafür sogar von der Bundesregierung geehrt. https://t.co/xhZnsJid4f,1,-1,-1,0,0,0
"Unser Hauptproblem besteht nicht darin, andere Rassen zu hassen, sondern darin, einen Weg zu finden, getrennt von ihnen zu leben",-1,1,-1,1,1,1
Können meine Nachbarn möglicherweise noch nerviger werden? Sie sind eindeutig Latinos,-1,1,-1,1,1,1
nicht!,0,-1,-1,0,0,1
"Ein Freund erzählte mir voller Freude, sein Nachbar sein ein ganz lieber Afrikaner, gross und stark. Einen grossen Schlong hat er sicher auch",-1,1,-1,0,1,1
"Ich habe nichts gegen Schwarze, aber ich bin weiß, ich möchte unter Weißen leben und nicht von allen umgeben sein, es ist schrecklich",-1,1,-1,1,1,1
"der grossvater von büb und wolfgang schwarz kennt einen arzt, der seine approbation verloren hat ,
weil er einem jungen mädchen mit einer abtreibung geholfen hat.

sie bringen hans zu ihm in die hansemannstrasse",0,-1,-1,0,0,0
Passenger Axle Shaft Front Gasoline Fits 16-19 CRUZE 5571718 https://t.co/pMJcQl6C2T eBay https://t.co/ulerMHnTxr,1,-1,-1,0,0,0
"Funktioniert nicht. Die Flüchtlinge kommen übers Meer. Es gibt griechische Inseln, die sind  so nah an der türkischen Küste das ein geübter  rüber kann.
Sanktionen bringen nix-&gt;
Wirtschaft Arbeitslosigkeit-&gt;
Flüchtlinge+Türken+Kurden setzen sich in 
 in",-1,-1,1,1,1,1
"Social Distancing im Tierreich
Einige Tierarten wie Schimpansen und Honigbienen kennen kein Pardon, wenn es darum geht, die Ausbreitung von Krankheiten zu verhindern.
https://t.co/h3HksHtsQh via @natgeo",0,-1,-1,0,0,0
""" 675 Milliarden!"" Das ist dein Denkfehler. Auf was für Einnamen kann denn der Staat Deutschland zurück greifen?",-1,-1,0,0,0,0
Es geht wieder los unsichtbare bots zitieren 20 mal einen tweet und man sieht nix elon musk hat diese plattform mit seinen unlustigen ideen zerstört,0,-1,-1,1,0,1
"Intellektuelle &amp; ästhetische Stumpfheit ist in BRD &amp; DDR &amp; natürlich doppelt dann in der sich als bürgerlich liberale,  repräsentative Demokratie verstehenden BRDplus post 1990 ein echtes Karriere Asset. Das sieht man gerade ganz gut von Aiwanger bis Zeh.",1,-1,-1,0,0,0
"Videosimulation zeigt das Ausmaß der Flutkatastrophe im Schleidener Tal
https://t.co/Fw4WpYnO9F",1,-1,-1,0,0,0
Abtreibung im Abstellraum: Drei Frauen aus Flensburg berichten https://t.co/IcK3MRJHGG https://t.co/T2eHo16g7l,0,-1,-1,0,0,0
"GATEKEEPER, FÖRDERT IMMER Rassenunruhen für Juden!!",-1,1,-1,1,1,1
"Sich auf die selbe Ebene zu stellen, wie die Opfer des Nationalsozialismus ist von Seiten der  und den  auf so vielen Ebenen menschlich pervertiert und verwerflich, dass einem die Spucke weg bleibt.",-1,-1,1,0,1,1
"Frauen sind ein Mittel, um das zu produzieren, was tatsächlich wertvoll ist – Männer.",-1,1,-1,1,1,1
Dieser widerliche Sozi muss weg. Nicht mein Bundespräsident,0,-1,-1,1,1,1
"Der Regenwald wird im Akkord abgeholzt ,das interessiert niemanden !",-1,-1,0,0,0,0
"Wer von  spricht, wenig Einwanderung möchte &amp; Frauen weiterhin so benachteiligt, wie D es tut, der ist ein Schwätzer. Mit die größte , schlechte Betreuungsmöglichkeiten für Kinder &amp; antiquarische Kulturen. Es ist hausgemacht.",1,-1,-1,1,1,1
"Das liberale Feuer brennt!





Jetzt Liste 3 wählen.
Wir sind im Wahlkampfendspurt! Jede Stimme zählt.

FDP.Die Liberalen Bezirk Bülach

Sandro Gerber - FDP.Die Liberalen - Kantonsratskandidat ZH 2023 (Platz 6) https://t.co/zu3IzknyNt",1,-1,-1,0,0,0
Bezugsscheine auf Energie und CO2? Wie wärs mal mit nem Tritt auf die Fußbremse statt der Handbremse?! Nämlich Migrationskontrolle und globale Geburtenkontrolle.,1,-1,-1,1,1,1
"Team inFINity belegt 1. Platz bei der First Lego League in Magdeburg

Zum ganzen Artikel: https://t.co/8THaDk5e8z https://t.co/J4H9TmWjTS",0,-1,-1,0,0,0
"Also die Menschen, die bei der Flutkatastrophe 2021 Heimat, Haus und Leben verloren haben, haben sich echt angestellt. Die hätten sich laut  doch einfach nur anpassen müssen. Wäre so einfach gewesen.",1,-1,-1,1,1,1
"Phillip Moore, Betriebs- und OSS-Manager bei Vodafone, sagte: ""Bei uns dreht sich alles um Automatisierung und Vereinfachung, damit wir unseren Kunden mehr Aufmerksamkeit widmen können.",-1,0,-1,0,0,0
